Date,a,Ra,TD,Tmax,Tmin,Ta,Gsc,dr,Ws,solar decimation,radian,J,DEGREE
01/01/2000,0.0023,33.56915807,9,33.5,24.5,29,0.082,1.032995116,1.533668139,-0.40144362,0.087222222,1,5
,, ,,,,,,,,,,,
